"type","route","country","product","h1","meta_title","meta_title_with_brand_len","meta_description","meta_description_len","primary_keyword","secondary_keywords"
"country-product","/countries/saudi-arabia/products/gi-decking-sheet","Saudi Arabia","GI Decking Sheet - 45/150 and 75/305","GI Decking Sheet - 45/150 and 75/305 Supplier for Saudi Arabia","GI Decking Sheet - 45/150 and 75/305 Saudi Arabia","61","GI Decking Sheet - 45/150 and 75/305 supply for Saudi Arabia projects. State Profile, thickness, length, quantity or release stages, documents.","143","GI Decking Sheet - 45/150 and 75/305 supplier Saudi Arabia","GI Decking Sheet - 45/150 and 75/305 Saudi Arabia | 45/150 decking sheet Saudi Arabia | 75/305 decking sheet Saudi Arabia | metal deck sheet Saudi Arabia | Galvanized Steel supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/shear-studs","Saudi Arabia","Shear Studs","Shear Studs Supplier for Saudi Arabia","Shear Studs Supplier Saudi Arabia","45","Shear Studs supply for Saudi Arabia projects. State Stud diameter, height, deck profile and drawing reference, quantity or release stages, documents.","149","Shear Studs supplier Saudi Arabia","Shear Studs Saudi Arabia | shear connectors Saudi Arabia | deck shear studs Saudi Arabia | headed studs Saudi Arabia | Galvanized Steel supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/c-purlins","Saudi Arabia","C Purlins","C Purlins Supplier for Saudi Arabia","C Purlins Supplier Saudi Arabia","43","C Purlins supply for Saudi Arabia projects. State Section size, thickness, length, quantity or release stages, documents and delivery city.","139","C Purlins supplier Saudi Arabia","C Purlins Saudi Arabia | galvanized C purlins Saudi Arabia | C channel purlins Saudi Arabia | roof purlins Saudi Arabia | Galvanized Steel supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/z-purlins","Saudi Arabia","Z Purlins","Z Purlins Supplier for Saudi Arabia","Z Purlins Supplier Saudi Arabia","43","Z Purlins supply for Saudi Arabia projects. State Section size, thickness, length, quantity or release stages, documents and delivery city.","139","Z Purlins supplier Saudi Arabia","Z Purlins Saudi Arabia | galvanized Z purlins Saudi Arabia | Z section purlins Saudi Arabia | roof purlins Saudi Arabia | Galvanized Steel supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/drywall-partition-systems","Saudi Arabia","Dry Wall Partition Systems","Dry Wall Partition Systems Supplier for Saudi Arabia","Drywall Systems Supplier Saudi Arabia","49","Drywall Systems supply for Saudi Arabia projects. State Gauge, profile, quantity or release stages, documents and delivery city.","128","Drywall Systems supplier Saudi Arabia","Dry Wall Partition Systems Saudi Arabia | GI studs and tracks Saudi Arabia | drywall metal framing Saudi Arabia | partition profiles Saudi Arabia | Galvanized Steel supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/strut-track","Saudi Arabia","Strut & Track","Strut & Track Supplier for Saudi Arabia","Strut & Track Supplier Saudi Arabia","47","Strut & Track supply for Saudi Arabia projects. State Channel size, finish, length, quantity or release stages, documents and delivery city.","140","Strut & Track supplier Saudi Arabia","Strut & Track Saudi Arabia | strut channels Saudi Arabia | support channels Saudi Arabia | MEP strut systems Saudi Arabia | Galvanized Steel supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/gi-pipe","Saudi Arabia","GI Pipe","GI Pipe Supplier for Saudi Arabia","GI Pipe Supplier Saudi Arabia | Galvanized Steel Pipe","65","GI Pipe supply for Saudi Arabia projects. State Diameter, wall thickness, length, quantity or release stages, documents and delivery city.","138","GI Pipe supplier Saudi Arabia","GI Pipe Saudi Arabia | galvanized steel pipe Saudi Arabia | GI tubes Saudi Arabia | galvanized pipe Saudi Arabia | Galvanized Steel supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/aluminium-coil","Saudi Arabia","Aluminium Coil","Aluminium Coil Supplier for Saudi Arabia","Aluminium Coil Supplier Saudi Arabia","48","Aluminium Coil supply for Saudi Arabia projects. State Alloy, thickness, width, quantity or release stages, documents and delivery city.","136","Aluminium Coil supplier Saudi Arabia","Aluminium Coil Saudi Arabia | aluminium coils Saudi Arabia | aluminium sheet coil Saudi Arabia | roofing aluminium coil Saudi Arabia | Aluminium supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/aluminium-plain-sheet","Saudi Arabia","Aluminium Plain Sheet","Aluminium Plain Sheet Supplier for Saudi Arabia","Aluminium Plain Sheet Supplier Saudi Arabia","55","Aluminium Plain Sheet supply for Saudi Arabia projects. State Alloy, thickness, sheet size, quantity or release stages, documents and delivery city.","148","Aluminium Plain Sheet supplier Saudi Arabia","Aluminium Plain Sheet Saudi Arabia | aluminium sheet Saudi Arabia | plain aluminium sheets Saudi Arabia | aluminium plate sheet Saudi Arabia | Aluminium supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/pre-painted-aluminium-coils","Saudi Arabia","Pre-painted Aluminium Coils","Pre-painted Aluminium Coils Supplier for Saudi Arabia","Pre-Painted Aluminium Coil Supplier Saudi Arabia","60","Pre-Painted Aluminium Coil supply for Saudi Arabia projects. State Colour/RAL, alloy, thickness, quantity or release stages, documents and delivery city.","153","Pre-Painted Aluminium Coil supplier Saudi Arabia","Pre-painted Aluminium Coils Saudi Arabia | colour coated aluminium coil Saudi Arabia | prepainted aluminium coil Saudi Arabia | coated aluminium Saudi Arabia | Aluminium supplier Saudi Arabia"
"country-product","/countries/saudi-arabia/products/pfmb-psmr-aluminium-alloy-3003-h14-coils","Saudi Arabia","PFMB/PSMR Aluminium Alloy 3003-H14 Coils","PFMB/PSMR Aluminium Alloy 3003-H14 Coils Supplier for Saudi Arabia","PFMB/PSMR 3003-H14 Aluminium Coils Saudi Arabia","59","PFMB/PSMR 3003-H14 Aluminium Coils supply for Saudi Arabia projects. State Alloy, coating type, micron, quantity or release stages, documents.","142","PFMB/PSMR 3003-H14 Aluminium Coils supplier Saudi Arabia","PFMB/PSMR Aluminium Alloy 3003-H14 Coils Saudi Arabia | 3003-H14 aluminium coil Saudi Arabia | PSMR 75 micron coating Saudi Arabia | coated aluminium coil Saudi Arabia | Aluminium supplier Saudi Arabia"
"country-product","/countries/iraq/products/ms-hollow-sections","Iraq","MS Hollow Sections","MS Hollow Sections Supply for Iraq Projects","MS Hollow Sections Supply Iraq | RHS & SHS","54","Iraq project RFQs for MS Hollow Sections. Specify Section size, wall thickness, length, quantity breakdown, packing, documents and destination.","143","MS Hollow Sections supplier Iraq","MS Hollow Sections Iraq | RHS sections Iraq | SHS sections Iraq | mild steel hollow sections Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/ms-beams","Iraq","MS Beams","MS Beams Supply for Iraq Projects","MS Beams Supply Iraq | I & H Structural Beams","57","Iraq project RFQs for MS Beams. Specify Beam size, length, grade, quantity breakdown, packing, documents and destination.","121","MS Beams supplier Iraq","MS Beams Iraq | I beams Iraq | H beams Iraq | structural steel beams Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/ms-channels","Iraq","MS Channels","MS Channels Supply for Iraq Projects","MS Channels Supply Iraq | C & U Steel Channels","58","Iraq project RFQs for MS Channels. Specify Channel size, length, thickness/weight, quantity breakdown, packing, documents and destination.","138","MS Channels supplier Iraq","MS Channels Iraq | C channels Iraq | U channels Iraq | mild steel channels Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/ms-bars","Iraq","MS Bars","MS Bars Supply for Iraq Projects","MS Bars Supply Iraq | Round, Flat & Square Bars","59","Iraq project RFQs for MS Bars. Specify Bar type, size, length, quantity breakdown, packing, documents and destination.","118","MS Bars supplier Iraq","MS Bars Iraq | round bars Iraq | flat bars Iraq | square bars Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/ms-angles","Iraq","MS Angles","MS Angles Supply for Iraq Projects","MS Angles Supply Iraq | Equal & Unequal Angles","58","Iraq project RFQs for MS Angles. Specify Angle size, thickness, length, quantity breakdown, packing, documents and destination.","127","MS Angles supplier Iraq","MS Angles Iraq | equal angles Iraq | unequal angles Iraq | mild steel angles Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/hr-coils-ms","Iraq","HR Coils - MS","HR Coils - MS Supply for Iraq Projects","HR Coils - MS Supply Iraq | Hot Rolled Steel Coil","61","Iraq project RFQs for HR Coils - MS. Specify Thickness, width, grade, quantity breakdown, packing, documents and destination.","125","HR Coils - MS supplier Iraq","HR Coils - MS Iraq | hot rolled steel coil Iraq | HR steel coil Iraq | mild steel coil Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/cr-coils-ms","Iraq","CR Coils - MS","CR Coils - MS Supply for Iraq Projects","CR Coils - MS Supply Iraq | Cold Rolled Steel Coil","62","Iraq project RFQs for CR Coils - MS. Specify Thickness, width, surface requirement, quantity breakdown, packing, documents and destination.","139","CR Coils - MS supplier Iraq","CR Coils - MS Iraq | cold rolled steel coil Iraq | CR steel coil Iraq | cold rolled sheet coil Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/ms-sheets","Iraq","MS Sheets","MS Sheets Supply for Iraq Projects","MS Sheets Supply Iraq | Mild Steel Sheets","53","Iraq project RFQs for MS Sheets. Specify Thickness, sheet size, grade, quantity breakdown, packing, documents and destination.","126","MS Sheets supplier Iraq","MS Sheets Iraq | mild steel sheet Iraq | steel sheets Iraq | fabrication sheet Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/ms-plates","Iraq","MS Plates","MS Plates Supply for Iraq Projects","MS Plates Supply Iraq | Mild Steel Plates","53","Iraq project RFQs for MS Plates. Specify Thickness, plate size, grade, quantity breakdown, packing, documents and destination.","126","MS Plates supplier Iraq","MS Plates Iraq | mild steel plates Iraq | steel plate Iraq | structural plates Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/mild-steel-gratings","Iraq","Mild Steel Gratings","Mild Steel Gratings Supply for Iraq Projects","MS Gratings Supply Iraq | Steel Grating","51","Iraq project RFQs for MS Gratings. Specify Panel size, load requirement, finish, quantity breakdown, packing, documents and destination.","136","MS Gratings supplier Iraq","Mild Steel Gratings Iraq | steel grating panels Iraq | walkway grating Iraq | industrial grating Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/decking-sheets-ms","Iraq","Decking Sheets (MS)","Decking Sheets (MS) Supply for Iraq Projects","Decking Sheets (MS) Supply Iraq | Metal Deck","56","Iraq project RFQs for Decking Sheets (MS). Specify Profile, thickness, length, quantity breakdown, packing, documents and destination.","134","Decking Sheets (MS) supplier Iraq","Decking Sheets (MS) Iraq | metal decking sheets Iraq | composite deck sheets Iraq | MS deck profile Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/ms-shear-studs","Iraq","MS Shear Studs","MS Shear Studs Supply for Iraq Projects","MS Shear Studs Supply Iraq | Deck Shear Studs","57","Iraq project RFQs for MS Shear Studs. Specify Stud diameter, height, profile and drawing reference, quantity breakdown, packing, documents and destination.","155","MS Shear Studs supplier Iraq","MS Shear Studs Iraq | shear connectors Iraq | deck shear studs Iraq | stud welding Iraq | Mild Steel Products supplier Iraq"
"country-product","/countries/iraq/products/ss-coil","Iraq","SS Coil","SS Coil Supply for Iraq Projects","SS Coil Supply Iraq | Stainless Steel Coil","54","Iraq project RFQs for SS Coil. Specify Grade, thickness, width, quantity breakdown, packing, documents and destination.","119","SS Coil supplier Iraq","SS Coil Iraq | stainless steel coil Iraq | SS coils Iraq | stainless coil Iraq | Stainless Steel supplier Iraq"
"country-product","/countries/iraq/products/ss-wire","Iraq","SS Wire","SS Wire Supply for Iraq Projects","SS Wire Supply Iraq | Stainless Steel Wire","54","Iraq project RFQs for SS Wire. Specify Wire diameter, grade, finish, quantity breakdown, packing, documents and destination.","124","SS Wire supplier Iraq","SS Wire Iraq | stainless steel wire Iraq | SS wire coil Iraq | stainless wire Iraq | Stainless Steel supplier Iraq"
"country-product","/countries/iraq/products/ss-plain-sheet","Iraq","SS Plain Sheet","SS Plain Sheet Supply for Iraq Projects","SS Plain Sheet Supply Iraq | Stainless Sheet","56","Iraq project RFQs for SS Plain Sheet. Specify Grade, thickness, finish, quantity breakdown, packing, documents and destination.","127","SS Plain Sheet supplier Iraq","SS Plain Sheet Iraq | stainless steel sheet Iraq | SS sheet Iraq | stainless plain sheet Iraq | Stainless Steel supplier Iraq"
"country-product","/countries/iraq/products/ss-slitted-coil","Iraq","SS Slitted Coil","SS Slitted Coil Supply for Iraq Projects","SS Slitted Coil Supply Iraq | Stainless Strips","58","Iraq project RFQs for SS Slitted Coil. Specify Grade, thickness, slit width, quantity breakdown, packing, documents and destination.","132","SS Slitted Coil supplier Iraq","SS Slitted Coil Iraq | stainless slit coil Iraq | SS slit coil Iraq | stainless steel strips Iraq | Stainless Steel supplier Iraq"
"country-product","/countries/iraq/products/gi-coil","Iraq","GI Coil","GI Coil Supply for Iraq Projects","GI Coil Supply for Iraq | Galvanized Steel Coil","59","GI coil supply for Iraq project RFQs. Specify galvanized coil thickness, width, zinc coating, grade, quantity split, packing, documents and destination.","152","GI coil Iraq","galvanized steel coil Iraq | GI coil supplier Iraq | zinc coated coil Iraq | roofing GI coil Iraq | galvanized coil Basra"
"country-product","/countries/iraq/products/ppgi-coil","Iraq","PPGI Coil","PPGI Coil Supply for Iraq Projects","PPGI Coil Supply Iraq | Pre-Painted GI Coil","55","Iraq project RFQs for PPGI Coil. Specify Colour/RAL, coating, thickness, quantity breakdown, packing, documents and destination.","128","PPGI Coil supplier Iraq","PPGI Coil Iraq | pre-painted galvanized coil Iraq | colour coated steel coil Iraq | PPGI steel coil Iraq | Galvanized Steel supplier Iraq"
"country-product","/countries/iraq/products/aluzinc-coil","Iraq","Aluzinc Coil","Aluzinc Coil Supply for Iraq Projects","Aluzinc Coil Supply Iraq | Aluminium-Zinc Coil","58","Iraq project RFQs for Aluzinc Coil. Specify Coating, thickness, width, quantity breakdown, packing, documents and destination.","126","Aluzinc Coil supplier Iraq","Aluzinc Coil Iraq | aluminium-zinc coil Iraq | Aluzinc steel coil Iraq | AZ coated coil Iraq | Galvanized Steel supplier Iraq"
